H_ID,demo_key,macro_key,cause_key,val,Year,COVID_Period
662,30,5,2,761,2014,Pre-COVID
663,31,5,2,1137,2014,Pre-COVID
664,32,5,2,847,2014,Pre-COVID
665,33,5,2,34,2014,Pre-COVID
666,34,5,2,58,2014,Pre-COVID
667,35,5,2,927,2014,Pre-COVID
668,36,5,2,786,2014,Pre-COVID
669,37,5,2,32,2014,Pre-COVID
670,38,5,2,27,2014,Pre-COVID
671,39,5,2,692,2014,Pre-COVID
672,40,5,2,653,2014,Pre-COVID
673,7,5,3,29,2014,Pre-COVID
674,8,5,3,14,2014,Pre-COVID
675,9,5,3,39,2014,Pre-COVID
676,10,5,3,18,2014,Pre-COVID
677,11,5,3,50,2014,Pre-COVID
678,12,5,3,24,2014,Pre-COVID
679,13,5,3,52,2014,Pre-COVID
680,14,5,3,27,2014,Pre-COVID
681,15,5,3,61,2014,Pre-COVID
682,16,5,3,33,2014,Pre-COVID
683,17,5,3,85,2014,Pre-COVID
684,18,5,3,40,2014,Pre-COVID
685,19,5,3,162,2014,Pre-COVID
686,20,5,3,67,2014,Pre-COVID
687,21,5,3,329,2014,Pre-COVID
688,22,5,3,139,2014,Pre-COVID
689,23,5,3,473,2014,Pre-COVID
690,24,5,3,204,2014,Pre-COVID
691,25,5,3,808,2014,Pre-COVID
692,26,5,3,361,2014,Pre-COVID
693,27,5,3,808,2014,Pre-COVID
694,28,5,3,424,2014,Pre-COVID
695,29,5,3,870,2014,Pre-COVID
696,30,5,3,534,2014,Pre-COVID
697,31,5,3,871,2014,Pre-COVID
698,32,5,3,610,2014,Pre-COVID
699,35,5,3,723,2014,Pre-COVID
700,36,5,3,583,2014,Pre-COVID
701,39,5,3,546,2014,Pre-COVID
702,40,5,3,492,2014,Pre-COVID
703,1,5,4,36,2014,Pre-COVID
704,2,5,4,33,2014,Pre-COVID
705,3,5,4,19,2014,Pre-COVID
706,4,5,4,16,2014,Pre-COVID
707,5,5,4,16,2014,Pre-COVID
708,6,5,4,13,2014,Pre-COVID
709,7,5,4,18,2014,Pre-COVID
710,8,5,4,13,2014,Pre-COVID
711,9,5,4,18,2014,Pre-COVID
712,10,5,4,13,2014,Pre-COVID
713,11,5,4,23,2014,Pre-COVID
714,12,5,4,17,2014,Pre-COVID
715,13,5,4,28,2014,Pre-COVID
716,14,5,4,20,2014,Pre-COVID
717,15,5,4,32,2014,Pre-COVID
718,16,5,4,24,2014,Pre-COVID
719,17,5,4,38,2014,Pre-COVID
720,18,5,4,33,2014,Pre-COVID
721,19,5,4,65,2014,Pre-COVID
722,20,5,4,54,2014,Pre-COVID
723,21,5,4,125,2014,Pre-COVID
724,22,5,4,77,2014,Pre-COVID
725,23,5,4,167,2014,Pre-COVID
726,24,5,4,109,2014,Pre-COVID
727,25,5,4,229,2014,Pre-COVID
728,26,5,4,152,2014,Pre-COVID
729,27,5,4,231,2014,Pre-COVID
730,28,5,4,181,2014,Pre-COVID
731,29,5,4,236,2014,Pre-COVID
732,30,5,4,196,2014,Pre-COVID
733,31,5,4,236,2014,Pre-COVID
734,32,5,4,205,2014,Pre-COVID
735,35,5,4,182,2014,Pre-COVID
736,36,5,4,178,2014,Pre-COVID
737,37,5,4,19,2014,Pre-COVID
738,38,5,4,17,2014,Pre-COVID
739,39,5,4,130,2014,Pre-COVID
740,40,5,4,143,2014,Pre-COVID
741,1,6,1,7184,2015,Pre-COVID
742,2,6,1,6564,2015,Pre-COVID
743,3,6,1,278,2015,Pre-COVID
744,4,6,1,214,2015,Pre-COVID
745,5,6,1,189,2015,Pre-COVID
746,6,6,1,157,2015,Pre-COVID
747,7,6,1,168,2015,Pre-COVID
748,8,6,1,117,2015,Pre-COVID
749,9,6,1,168,2015,Pre-COVID
750,10,6,1,109,2015,Pre-COVID
751,11,6,1,181,2015,Pre-COVID
752,12,6,1,126,2015,Pre-COVID
753,13,6,1,203,2015,Pre-COVID
754,14,6,1,127,2015,Pre-COVID
755,15,6,1,218,2015,Pre-COVID
756,16,6,1,149,2015,Pre-COVID
757,17,6,1,230,2015,Pre-COVID
758,18,6,1,157,2015,Pre-COVID
759,19,6,1,335,2015,Pre-COVID
760,20,6,1,221,2015,Pre-COVID
761,21,6,1,527,2015,Pre-COVID
762,22,6,1,344,2015,Pre-COVID
763,23,6,1,718,2015,Pre-COVID
764,24,6,1,483,2015,Pre-COVID
765,25,6,1,1054,2015,Pre-COVID
766,26,6,1,731,2015,Pre-COVID
767,27,6,1,1030,2015,Pre-COVID
768,28,6,1,788,2015,Pre-COVID
769,29,6,1,1010,2015,Pre-COVID
770,30,6,1,930,2015,Pre-COVID
771,31,6,1,1068,2015,Pre-COVID
772,32,6,1,995,2015,Pre-COVID
773,33,6,1,5514,2015,Pre-COVID
774,34,6,1,5128,2015,Pre-COVID
775,35,6,1,907,2015,Pre-COVID
776,36,6,1,926,2015,Pre-COVID
777,37,6,1,794,2015,Pre-COVID
778,38,6,1,654,2015,Pre-COVID
779,39,6,1,713,2015,Pre-COVID
780,40,6,1,810,2015,Pre-COVID
781,1,6,2,91,2015,Pre-COVID
782,2,6,2,116,2015,Pre-COVID
783,3,6,2,30,2015,Pre-COVID
784,4,6,2,26,2015,Pre-COVID
785,5,6,2,25,2015,Pre-COVID
786,6,6,2,21,2015,Pre-COVID
787,7,6,2,54,2015,Pre-COVID
788,8,6,2,34,2015,Pre-COVID
789,9,6,2,63,2015,Pre-COVID
790,10,6,2,37,2015,Pre-COVID
791,11,6,2,80,2015,Pre-COVID
792,12,6,2,50,2015,Pre-COVID
793,13,6,2,90,2015,Pre-COVID
794,14,6,2,59,2015,Pre-COVID
795,15,6,2,106,2015,Pre-COVID
796,16,6,2,73,2015,Pre-COVID
797,17,6,2,135,2015,Pre-COVID
798,18,6,2,90,2015,Pre-COVID
799,19,6,2,238,2015,Pre-COVID
800,20,6,2,142,2015,Pre-COVID
801,21,6,2,486,2015,Pre-COVID
802,22,6,2,255,2015,Pre-COVID
803,23,6,2,687,2015,Pre-COVID
804,24,6,2,374,2015,Pre-COVID
805,25,6,2,1104,2015,Pre-COVID
806,26,6,2,590,2015,Pre-COVID
807,27,6,2,1118,2015,Pre-COVID
808,28,6,2,712,2015,Pre-COVID
809,29,6,2,1174,2015,Pre-COVID
810,30,6,2,828,2015,Pre-COVID
811,31,6,2,1158,2015,Pre-COVID
812,32,6,2,908,2015,Pre-COVID
813,33,6,2,32,2015,Pre-COVID
814,34,6,2,59,2015,Pre-COVID
815,35,6,2,920,2015,Pre-COVID
816,36,6,2,839,2015,Pre-COVID
817,37,6,2,32,2015,Pre-COVID
818,38,6,2,28,2015,Pre-COVID
819,39,6,2,697,2015,Pre-COVID
820,40,6,2,688,2015,Pre-COVID
821,7,6,3,29,2015,Pre-COVID
822,8,6,3,15,2015,Pre-COVID
823,9,6,3,38,2015,Pre-COVID
824,10,6,3,18,2015,Pre-COVID
825,11,6,3,49,2015,Pre-COVID
826,12,6,3,25,2015,Pre-COVID
827,13,6,3,53,2015,Pre-COVID
828,14,6,3,29,2015,Pre-COVID
829,15,6,3,63,2015,Pre-COVID
830,16,6,3,36,2015,Pre-COVID
831,17,6,3,86,2015,Pre-COVID
832,18,6,3,43,2015,Pre-COVID
833,19,6,3,159,2015,Pre-COVID
834,20,6,3,70,2015,Pre-COVID
835,21,6,3,331,2015,Pre-COVID
836,22,6,3,149,2015,Pre-COVID
837,23,6,3,482,2015,Pre-COVID
838,24,6,3,222,2015,Pre-COVID
839,25,6,3,834,2015,Pre-COVID
840,26,6,3,391,2015,Pre-COVID
841,27,6,3,843,2015,Pre-COVID
842,28,6,3,473,2015,Pre-COVID
843,29,6,3,899,2015,Pre-COVID
844,30,6,3,584,2015,Pre-COVID
845,31,6,3,889,2015,Pre-COVID
846,32,6,3,658,2015,Pre-COVID
847,35,6,3,719,2015,Pre-COVID
848,36,6,3,625,2015,Pre-COVID
849,39,6,3,551,2015,Pre-COVID
850,40,6,3,520,2015,Pre-COVID
851,1,6,4,34,2015,Pre-COVID
852,2,6,4,33,2015,Pre-COVID
853,3,6,4,19,2015,Pre-COVID
854,4,6,4,16,2015,Pre-COVID
855,5,6,4,16,2015,Pre-COVID
856,6,6,4,13,2015,Pre-COVID
857,7,6,4,18,2015,Pre-COVID
858,8,6,4,14,2015,Pre-COVID
859,9,6,4,18,2015,Pre-COVID
860,10,6,4,13,2015,Pre-COVID
861,11,6,4,23,2015,Pre-COVID
862,12,6,4,17,2015,Pre-COVID
863,13,6,4,28,2015,Pre-COVID
864,14,6,4,21,2015,Pre-COVID
865,15,6,4,33,2015,Pre-COVID
866,16,6,4,26,2015,Pre-COVID
867,17,6,4,38,2015,Pre-COVID
868,18,6,4,35,2015,Pre-COVID
869,19,6,4,63,2015,Pre-COVID
870,20,6,4,56,2015,Pre-COVID
871,21,6,4,124,2015,Pre-COVID
872,22,6,4,82,2015,Pre-COVID
873,23,6,4,167,2015,Pre-COVID
874,24,6,4,117,2015,Pre-COVID
875,25,6,4,232,2015,Pre-COVID
876,26,6,4,162,2015,Pre-COVID
877,27,6,4,237,2015,Pre-COVID
878,28,6,4,198,2015,Pre-COVID
879,29,6,4,239,2015,Pre-COVID
880,30,6,4,210,2015,Pre-COVID
881,31,6,4,238,2015,Pre-COVID
882,32,6,4,216,2015,Pre-COVID
883,35,6,4,178,2015,Pre-COVID
884,36,6,4,187,2015,Pre-COVID
885,37,6,4,19,2015,Pre-COVID
886,38,6,4,17,2015,Pre-COVID
887,39,6,4,129,2015,Pre-COVID
888,40,6,4,148,2015,Pre-COVID
889,1,7,1,6747,2016,Pre-COVID
890,2,7,1,6102,2016,Pre-COVID
891,3,7,1,284,2016,Pre-COVID
892,4,7,1,219,2016,Pre-COVID
893,5,7,1,186,2016,Pre-COVID
894,6,7,1,153,2016,Pre-COVID
895,7,7,1,168,2016,Pre-COVID
896,8,7,1,117,2016,Pre-COVID
897,9,7,1,167,2016,Pre-COVID
898,10,7,1,107,2016,Pre-COVID
899,11,7,1,178,2016,Pre-COVID
900,12,7,1,120,2016,Pre-COVID
901,13,7,1,208,2016,Pre-COVID
902,14,7,1,126,2016,Pre-COVID
903,15,7,1,228,2016,Pre-COVID
904,16,7,1,149,2016,Pre-COVID
905,17,7,1,235,2016,Pre-COVID
906,18,7,1,158,2016,Pre-COVID
907,19,7,1,325,2016,Pre-COVID
908,20,7,1,211,2016,Pre-COVID
909,21,7,1,519,2016,Pre-COVID
910,22,7,1,335,2016,Pre-COVID
911,23,7,1,725,2016,Pre-COVID
912,24,7,1,480,2016,Pre-COVID
913,25,7,1,1055,2016,Pre-COVID
914,26,7,1,717,2016,Pre-COVID
915,27,7,1,1088,2016,Pre-COVID
916,28,7,1,815,2016,Pre-COVID
917,29,7,1,1074,2016,Pre-COVID
918,30,7,1,953,2016,Pre-COVID
919,31,7,1,1081,2016,Pre-COVID
920,32,7,1,994,2016,Pre-COVID
921,33,7,1,5141,2016,Pre-COVID
922,34,7,1,4712,2016,Pre-COVID
923,35,7,1,921,2016,Pre-COVID
924,36,7,1,945,2016,Pre-COVID
925,37,7,1,767,2016,Pre-COVID
926,38,7,1,635,2016,Pre-COVID
927,39,7,1,731,2016,Pre-COVID
928,40,7,1,836,2016,Pre-COVID
929,1,7,2,90,2016,Pre-COVID
930,2,7,2,118,2016,Pre-COVID
931,3,7,2,29,2016,Pre-COVID
932,4,7,2,27,2016,Pre-COVID
933,5,7,2,23,2016,Pre-COVID
934,6,7,2,20,2016,Pre-COVID
935,7,7,2,52,2016,Pre-COVID
936,8,7,2,34,2016,Pre-COVID
937,9,7,2,60,2016,Pre-COVID
938,10,7,2,37,2016,Pre-COVID
939,11,7,2,76,2016,Pre-COVID
940,12,7,2,48,2016,Pre-COVID
941,13,7,2,89,2016,Pre-COVID
942,14,7,2,59,2016,Pre-COVID
943,15,7,2,106,2016,Pre-COVID
944,16,7,2,74,2016,Pre-COVID
945,17,7,2,133,2016,Pre-COVID
946,18,7,2,90,2016,Pre-COVID
947,19,7,2,223,2016,Pre-COVID
948,20,7,2,137,2016,Pre-COVID
949,21,7,2,460,2016,Pre-COVID
950,22,7,2,251,2016,Pre-COVID
951,23,7,2,664,2016,Pre-COVID
952,24,7,2,372,2016,Pre-COVID
953,25,7,2,1066,2016,Pre-COVID
954,26,7,2,584,2016,Pre-COVID
955,27,7,2,1122,2016,Pre-COVID
956,28,7,2,733,2016,Pre-COVID
957,29,7,2,1182,2016,Pre-COVID
958,30,7,2,849,2016,Pre-COVID
959,31,7,2,1127,2016,Pre-COVID
960,32,7,2,912,2016,Pre-COVID
961,33,7,2,32,2016,Pre-COVID
962,34,7,2,59,2016,Pre-COVID
963,35,7,2,895,2016,Pre-COVID
964,36,7,2,862,2016,Pre-COVID
965,37,7,2,32,2016,Pre-COVID
966,38,7,2,30,2016,Pre-COVID
967,39,7,2,689,2016,Pre-COVID
968,40,7,2,705,2016,Pre-COVID
969,7,7,3,29,2016,Pre-COVID
970,8,7,3,15,2016,Pre-COVID
971,9,7,3,37,2016,Pre-COVID
972,10,7,3,19,2016,Pre-COVID
973,11,7,3,47,2016,Pre-COVID
974,12,7,3,24,2016,Pre-COVID
975,13,7,3,53,2016,Pre-COVID
976,14,7,3,30,2016,Pre-COVID
977,15,7,3,64,2016,Pre-COVID
978,16,7,3,36,2016,Pre-COVID
979,17,7,3,86,2016,Pre-COVID
980,18,7,3,44,2016,Pre-COVID
981,19,7,3,151,2016,Pre-COVID
982,20,7,3,69,2016,Pre-COVID
983,21,7,3,318,2016,Pre-COVID
984,22,7,3,148,2016,Pre-COVID
985,23,7,3,472,2016,Pre-COVID
986,24,7,3,223,2016,Pre-COVID
987,25,7,3,816,2016,Pre-COVID
988,26,7,3,391,2016,Pre-COVID
989,27,7,3,857,2016,Pre-COVID
990,28,7,3,490,2016,Pre-COVID
991,29,7,3,916,2016,Pre-COVID
992,30,7,3,604,2016,Pre-COVID
993,31,7,3,875,2016,Pre-COVID
994,32,7,3,665,2016,Pre-COVID
995,35,7,3,707,2016,Pre-COVID
996,36,7,3,647,2016,Pre-COVID
997,39,7,3,550,2016,Pre-COVID
998,40,7,3,537,2016,Pre-COVID
999,1,7,4,34,2016,Pre-COVID
1000,2,7,4,34,2016,Pre-COVID
1001,3,7,4,18,2016,Pre-COVID
1002,4,7,4,17,2016,Pre-COVID
1003,5,7,4,15,2016,Pre-COVID
1004,6,7,4,13,2016,Pre-COVID
1005,7,7,4,16,2016,Pre-COVID
1006,8,7,4,14,2016,Pre-COVID
1007,9,7,4,16,2016,Pre-COVID
1008,10,7,4,12,2016,Pre-COVID
1009,11,7,4,21,2016,Pre-COVID
1010,12,7,4,16,2016,Pre-COVID
1011,13,7,4,26,2016,Pre-COVID
1012,14,7,4,20,2016,Pre-COVID
1013,15,7,4,32,2016,Pre-COVID
1014,16,7,4,26,2016,Pre-COVID
1015,17,7,4,36,2016,Pre-COVID
1016,18,7,4,34,2016,Pre-COVID
1017,19,7,4,56,2016,Pre-COVID
1018,20,7,4,53,2016,Pre-COVID
1019,21,7,4,111,2016,Pre-COVID
1020,22,7,4,79,2016,Pre-COVID
1021,23,7,4,153,2016,Pre-COVID
1022,24,7,4,114,2016,Pre-COVID
1023,25,7,4,212,2016,Pre-COVID
1024,26,7,4,157,2016,Pre-COVID
1025,27,7,4,226,2016,Pre-COVID
1026,28,7,4,199,2016,Pre-COVID
1027,29,7,4,229,2016,Pre-COVID
1028,30,7,4,210,2016,Pre-COVID
1029,31,7,4,220,2016,Pre-COVID
1030,32,7,4,212,2016,Pre-COVID
1031,35,7,4,165,2016,Pre-COVID
1032,36,7,4,187,2016,Pre-COVID
1033,37,7,4,18,2016,Pre-COVID
1034,38,7,4,18,2016,Pre-COVID
1035,39,7,4,121,2016,Pre-COVID
1036,40,7,4,148,2016,Pre-COVID
1037,1,8,1,6226,2017,Pre-COVID
1038,2,8,1,5569,2017,Pre-COVID
1039,3,8,1,286,2017,Pre-COVID
1040,4,8,1,220,2017,Pre-COVID
1041,5,8,1,185,2017,Pre-COVID
1042,6,8,1,150,2017,Pre-COVID
1043,7,8,1,162,2017,Pre-COVID
1044,8,8,1,119,2017,Pre-COVID
1045,9,8,1,162,2017,Pre-COVID
1046,10,8,1,104,2017,Pre-COVID
1047,11,8,1,169,2017,Pre-COVID
1048,12,8,1,112,2017,Pre-COVID
1049,13,8,1,211,2017,Pre-COVID
1050,14,8,1,125,2017,Pre-COVID
1051,15,8,1,234,2017,Pre-COVID
1052,16,8,1,148,2017,Pre-COVID
1053,17,8,1,240,2017,Pre-COVID
1054,18,8,1,158,2017,Pre-COVID
1055,19,8,1,314,2017,Pre-COVID
1056,20,8,1,200,2017,Pre-COVID
1057,21,8,1,508,2017,Pre-COVID
1058,22,8,1,319,2017,Pre-COVID
1059,23,8,1,721,2017,Pre-COVID
1060,24,8,1,465,2017,Pre-COVID
1061,25,8,1,1038,2017,Pre-COVID
1062,26,8,1,691,2017,Pre-COVID
1063,27,8,1,1150,2017,Pre-COVID
1064,28,8,1,841,2017,Pre-COVID
1065,29,8,1,1127,2017,Pre-COVID
1066,30,8,1,978,2017,Pre-COVID
1067,31,8,1,1084,2017,Pre-COVID
1068,32,8,1,993,2017,Pre-COVID
1069,33,8,1,4750,2017,Pre-COVID
1070,34,8,1,4292,2017,Pre-COVID
1071,35,8,1,937,2017,Pre-COVID
1072,36,8,1,961,2017,Pre-COVID
1073,37,8,1,706,2017,Pre-COVID
1074,38,8,1,587,2017,Pre-COVID
1075,39,8,1,749,2017,Pre-COVID
1076,40,8,1,862,2017,Pre-COVID
1077,1,8,2,87,2017,Pre-COVID
1078,2,8,2,117,2017,Pre-COVID
1079,3,8,2,28,2017,Pre-COVID
1080,4,8,2,27,2017,Pre-COVID
1081,5,8,2,23,2017,Pre-COVID
1082,6,8,2,20,2017,Pre-COVID
1083,7,8,2,49,2017,Pre-COVID
1084,8,8,2,35,2017,Pre-COVID
1085,9,8,2,56,2017,Pre-COVID
1086,10,8,2,36,2017,Pre-COVID
1087,11,8,2,71,2017,Pre-COVID
1088,12,8,2,46,2017,Pre-COVID
1089,13,8,2,88,2017,Pre-COVID
1090,14,8,2,60,2017,Pre-COVID
1091,15,8,2,106,2017,Pre-COVID
1092,16,8,2,74,2017,Pre-COVID
1093,17,8,2,132,2017,Pre-COVID
1094,18,8,2,91,2017,Pre-COVID
1095,19,8,2,209,2017,Pre-COVID
1096,20,8,2,131,2017,Pre-COVID
1097,21,8,2,435,2017,Pre-COVID
1098,22,8,2,243,2017,Pre-COVID
1099,23,8,2,636,2017,Pre-COVID
1100,24,8,2,365,2017,Pre-COVID
1101,25,8,2,1019,2017,Pre-COVID
1102,26,8,2,568,2017,Pre-COVID
1103,27,8,2,1135,2017,Pre-COVID
1104,28,8,2,753,2017,Pre-COVID
1105,29,8,2,1182,2017,Pre-COVID
1106,30,8,2,877,2017,Pre-COVID
1107,31,8,2,1091,2017,Pre-COVID
1108,32,8,2,918,2017,Pre-COVID
1109,33,8,2,31,2017,Pre-COVID
1110,34,8,2,58,2017,Pre-COVID
1111,35,8,2,880,2017,Pre-COVID
1112,36,8,2,887,2017,Pre-COVID
1113,37,8,2,31,2017,Pre-COVID
1114,38,8,2,29,2017,Pre-COVID
1115,39,8,2,694,2017,Pre-COVID
1116,40,8,2,736,2017,Pre-COVID
1117,7,8,3,28,2017,Pre-COVID
1118,8,8,3,16,2017,Pre-COVID
1119,9,8,3,36,2017,Pre-COVID
1120,10,8,3,19,2017,Pre-COVID
1121,11,8,3,45,2017,Pre-COVID
1122,12,8,3,23,2017,Pre-COVID
1123,13,8,3,53,2017,Pre-COVID
1124,14,8,3,30,2017,Pre-COVID
1125,15,8,3,65,2017,Pre-COVID
1126,16,8,3,37,2017,Pre-COVID
1127,17,8,3,87,2017,Pre-COVID
1128,18,8,3,45,2017,Pre-COVID
1129,19,8,3,144,2017,Pre-COVID
1130,20,8,3,67,2017,Pre-COVID
1131,21,8,3,305,2017,Pre-COVID
1132,22,8,3,145,2017,Pre-COVID
1133,23,8,3,458,2017,Pre-COVID
1134,24,8,3,221,2017,Pre-COVID
1135,25,8,3,790,2017,Pre-COVID
1136,26,8,3,383,2017,Pre-COVID
1137,27,8,3,877,2017,Pre-COVID
1138,28,8,3,509,2017,Pre-COVID
1139,29,8,3,929,2017,Pre-COVID
1140,30,8,3,630,2017,Pre-COVID
1141,31,8,3,859,2017,Pre-COVID
1142,32,8,3,677,2017,Pre-COVID
1143,35,8,3,706,2017,Pre-COVID
1144,36,8,3,672,2017,Pre-COVID
1145,39,8,3,562,2017,Pre-COVID
1146,40,8,3,566,2017,Pre-COVID
1147,1,8,4,32,2017,Pre-COVID
1148,2,8,4,34,2017,Pre-COVID
1149,3,8,4,17,2017,Pre-COVID
1150,4,8,4,17,2017,Pre-COVID
1151,5,8,4,14,2017,Pre-COVID
1152,6,8,4,13,2017,Pre-COVID
1153,7,8,4,15,2017,Pre-COVID
1154,8,8,4,14,2017,Pre-COVID
1155,9,8,4,15,2017,Pre-COVID
1156,10,8,4,12,2017,Pre-COVID
1157,11,8,4,18,2017,Pre-COVID
1158,12,8,4,15,2017,Pre-COVID
1159,13,8,4,25,2017,Pre-COVID
1160,14,8,4,20,2017,Pre-COVID
1161,15,8,4,30,2017,Pre-COVID
1162,16,8,4,25,2017,Pre-COVID
1163,17,8,4,34,2017,Pre-COVID
1164,18,8,4,34,2017,Pre-COVID
1165,19,8,4,51,2017,Pre-COVID
1166,20,8,4,49,2017,Pre-COVID
1167,21,8,4,100,2017,Pre-COVID
1168,22,8,4,74,2017,Pre-COVID
1169,23,8,4,140,2017,Pre-COVID
1170,24,8,4,109,2017,Pre-COVID
1171,25,8,4,193,2017,Pre-COVID
1172,26,8,4,149,2017,Pre-COVID
1173,27,8,4,216,2017,Pre-COVID
1174,28,8,4,200,2017,Pre-COVID
1175,29,8,4,216,2017,Pre-COVID
1176,30,8,4,210,2017,Pre-COVID
1177,31,8,4,200,2017,Pre-COVID
1178,32,8,4,206,2017,Pre-COVID
1179,35,8,4,152,2017,Pre-COVID
1180,36,8,4,186,2017,Pre-COVID
1181,37,8,4,17,2017,Pre-COVID
1182,38,8,4,18,2017,Pre-COVID
1183,39,8,4,114,2017,Pre-COVID
1184,40,8,4,148,2017,Pre-COVID
1185,1,9,1,5778,2018,Pre-COVID
1186,2,9,1,5111,2018,Pre-COVID
1187,3,9,1,290,2018,Pre-COVID
1188,4,9,1,221,2018,Pre-COVID
1189,5,9,1,188,2018,Pre-COVID
1190,6,9,1,152,2018,Pre-COVID
1191,7,9,1,160,2018,Pre-COVID
1192,8,9,1,124,2018,Pre-COVID
1193,9,9,1,160,2018,Pre-COVID
1194,10,9,1,107,2018,Pre-COVID
1195,11,9,1,163,2018,Pre-COVID
1196,12,9,1,111,2018,Pre-COVID
1197,13,9,1,214,2018,Pre-COVID
1198,14,9,1,130,2018,Pre-COVID
1199,15,9,1,240,2018,Pre-COVID
1200,16,9,1,154,2018,Pre-COVID
1201,17,9,1,248,2018,Pre-COVID
1202,18,9,1,166,2018,Pre-COVID
1203,19,9,1,312,2018,Pre-COVID
1204,20,9,1,201,2018,Pre-COVID
1205,21,9,1,499,2018,Pre-COVID
1206,22,9,1,315,2018,Pre-COVID
1207,23,9,1,733,2018,Pre-COVID
1208,24,9,1,474,2018,Pre-COVID
1209,25,9,1,1046,2018,Pre-COVID
1210,26,9,1,700,2018,Pre-COVID
1211,27,9,1,1206,2018,Pre-COVID
1212,28,9,1,889,2018,Pre-COVID
1213,29,9,1,1226,2018,Pre-COVID
1214,30,9,1,1054,2018,Pre-COVID
1215,31,9,1,1084,2018,Pre-COVID
1216,32,9,1,1009,2018,Pre-COVID
1217,33,9,1,4418,2018,Pre-COVID
1218,34,9,1,3943,2018,Pre-COVID
1219,35,9,1,960,2018,Pre-COVID
1220,36,9,1,985,2018,Pre-COVID
1221,37,9,1,655,2018,Pre-COVID
1222,38,9,1,544,2018,Pre-COVID
1223,39,9,1,767,2018,Pre-COVID
1224,40,9,1,884,2018,Pre-COVID
1225,1,9,2,82,2018,Pre-COVID
1226,2,9,2,115,2018,Pre-COVID
1227,3,9,2,27,2018,Pre-COVID
1228,4,9,2,28,2018,Pre-COVID
1229,5,9,2,23,2018,Pre-COVID
1230,6,9,2,21,2018,Pre-COVID
1231,7,9,2,48,2018,Pre-COVID
1232,8,9,2,38,2018,Pre-COVID
1233,9,9,2,55,2018,Pre-COVID
1234,10,9,2,38,2018,Pre-COVID
1235,11,9,2,68,2018,Pre-COVID
1236,12,9,2,47,2018,Pre-COVID
1237,13,9,2,89,2018,Pre-COVID
1238,14,9,2,65,2018,Pre-COVID
1239,15,9,2,107,2018,Pre-COVID
1240,16,9,2,80,2018,Pre-COVID
1241,17,9,2,135,2018,Pre-COVID
1242,18,9,2,99,2018,Pre-COVID
1243,19,9,2,207,2018,Pre-COVID
1244,20,9,2,137,2018,Pre-COVID
1245,21,9,2,424,2018,Pre-COVID
1246,22,9,2,252,2018,Pre-COVID
1247,23,9,2,640,2018,Pre-COVID
1248,24,9,2,387,2018,Pre-COVID
1249,25,9,2,1028,2018,Pre-COVID
1250,26,9,2,600,2018,Pre-COVID
1251,27,9,2,1176,2018,Pre-COVID
1252,28,9,2,822,2018,Pre-COVID
1253,29,9,2,1265,2018,Pre-COVID
1254,30,9,2,986,2018,Pre-COVID
1255,31,9,2,1082,2018,Pre-COVID
1256,32,9,2,971,2018,Pre-COVID
1257,33,9,2,29,2018,Pre-COVID
1258,34,9,2,57,2018,Pre-COVID
1259,35,9,2,893,2018,Pre-COVID
1260,36,9,2,947,2018,Pre-COVID
1261,37,9,2,29,2018,Pre-COVID
1262,38,9,2,29,2018,Pre-COVID
1263,39,9,2,715,2018,Pre-COVID
1264,40,9,2,798,2018,Pre-COVID
1265,7,9,3,27,2018,Pre-COVID
1266,8,9,3,17,2018,Pre-COVID
1267,9,9,3,35,2018,Pre-COVID
1268,10,9,3,20,2018,Pre-COVID
1269,11,9,3,43,2018,Pre-COVID
1270,12,9,3,24,2018,Pre-COVID
1271,13,9,3,54,2018,Pre-COVID
1272,14,9,3,33,2018,Pre-COVID
1273,15,9,3,66,2018,Pre-COVID
1274,16,9,3,40,2018,Pre-COVID
1275,17,9,3,89,2018,Pre-COVID
1276,18,9,3,49,2018,Pre-COVID
1277,19,9,3,142,2018,Pre-COVID
1278,20,9,3,70,2018,Pre-COVID
1279,21,9,3,298,2018,Pre-COVID
1280,22,9,3,151,2018,Pre-COVID
1281,23,9,3,461,2018,Pre-COVID
1282,24,9,3,236,2018,Pre-COVID
1283,25,9,3,798,2018,Pre-COVID
1284,26,9,3,406,2018,Pre-COVID
1285,27,9,3,910,2018,Pre-COVID
1286,28,9,3,559,2018,Pre-COVID
1287,29,9,3,994,2018,Pre-COVID
1288,30,9,3,712,2018,Pre-COVID
1289,31,9,3,854,2018,Pre-COVID
1290,32,9,3,719,2018,Pre-COVID
1291,35,9,3,717,2018,Pre-COVID
1292,36,9,3,721,2018,Pre-COVID
1293,39,9,3,580,2018,Pre-COVID
1294,40,9,3,617,2018,Pre-COVID
1295,1,9,4,31,2018,Pre-COVID
1296,2,9,4,33,2018,Pre-COVID
1297,3,9,4,17,2018,Pre-COVID
1298,4,9,4,17,2018,Pre-COVID
1299,5,9,4,14,2018,Pre-COVID
1300,6,9,4,13,2018,Pre-COVID
1301,7,9,4,14,2018,Pre-COVID
1302,8,9,4,15,2018,Pre-COVID
1303,9,9,4,14,2018,Pre-COVID
1304,10,9,4,13,2018,Pre-COVID
1305,11,9,4,18,2018,Pre-COVID
1306,12,9,4,16,2018,Pre-COVID
1307,13,9,4,25,2018,Pre-COVID
1308,14,9,4,22,2018,Pre-COVID
